,user,timestamp,song_id,genre,song_name,artists,duration_ms
595,Adam Velazquez,1717774657000,35r28RDot7nPE7y9K9H7l0,dfw rap,Feeling Whitney,Post Malone,257267.0
596,Adam Velazquez,1717824310000,3swc6WTsr7rl9DqQKQA55C,dfw rap,Psycho (feat. Ty Dolla $ign),Post Malone,221440.0
597,Adam Velazquez,1717893162000,3gahizdt1kEi5ovjCn6eql,trap,SOLVED THE PROBLEM,Comethazine,117073.0
598,Adam Velazquez,1717900974000,0u695M7KyzXaPIjpEbxOkB,hip hop,SICKO MODE - Skrillex Remix,Travis Scott,304512.0
599,Adam Velazquez,1717957623000,2JzZzZUQj3Qff7wapcbKjc,hip hop,See You Again (feat. Charlie Puth),Wiz Khalifa,229526.0
600,Adam Velazquez,1718002969000,6Kfoo60npYPdvNxMPMiDpX,dfw rap,Wrapped Around Your Finger,Post Malone,193565.0
601,Charles Anderson,1715892824000,2VvTMIXG760UiG9OSiFt9j,indie pop,Real Estate,Adam Melchor,216000.0
602,Charles Anderson,1715945567000,29jtZGdgpE2lWm2mkIt6HS,folk-pop,Mess Is Mine,Vance Joy,223640.0
603,Charles Anderson,1715985359000,1F5A4LpF8ylUVtPoMAvNvn,indie rock,Raspberry,Grouplove,196027.0
604,Charles Anderson,1716025321000,3u6PxWema1snbjLbFEyjkJ,folk-pop,Atlantis - Extra Sped Up Version,Seafret,190759.0
605,Charles Anderson,1716078069000,10nyNJ6zNy2YVYLrcwLccB,alternative rock,No Surprises,Radiohead,229120.0
606,Charles Anderson,1716107756000,1nHPM4cx7QvCaFakEPMsho,folk-pop,Thinking 'Bout Love - Acoustic,Wild Rivers,184065.0
607,Charles Anderson,1716165304000,3JvrhDOgAt6p7K8mDyZwRd,folk-pop,Riptide,Vance Joy,204280.0
608,Charles Anderson,1716204146000,2ixsaeFioXJmMgkkbd4uj1,folk-pop,Budapest,George Ezra,200733.0
609,Charles Anderson,1716215492000,3kZC0ZmFWrEHdUCmUqlvgZ,alternative rock,I Will Follow You into the Dark,Death Cab for Cutie,189187.0
610,Charles Anderson,1716241205000,3UHNRo52Jrra0NfaIlYbk4,folk-pop,BIG SHOT,The Lumineers,181040.0
611,Charles Anderson,1716262801000,39shmbIHICJ2Wxnk1fPSdz,alternative rock,Should I Stay or Should I Go - Remastered,The Clash,188987.0
612,Charles Anderson,1716288792000,1au9q3wiWxIwXTazIjHdfF,folk-pop,Give Me Something,Seafret,158720.0
613,Charles Anderson,1716329877000,2MASSWjF0hSSj6nj9OftoR,alternative rock,Brothers on a Hotel Bed,Death Cab for Cutie,271133.0
614,Charles Anderson,1716387250000,1fTtPH0xGwFOXM5VlkxOX1,alternative rock,Hearing Damage,Thom Yorke,303360.0
615,Charles Anderson,1716430015000,5BN59BDczcpxstFKILIH0q,indie pop,Savior Complex,Phoebe Bridgers,241640.0
616,Charles Anderson,1716493415000,39shmbIHICJ2Wxnk1fPSdz,alternative rock,Should I Stay or Should I Go - Remastered,The Clash,188987.0
617,Charles Anderson,1716536003000,4ds7mJmRbIXMdCeoXpp72b,indie pop,Missing Home,flora cash,190227.0
618,Charles Anderson,1716594067000,13O36COxxWjcvc9r5Zsd1P,indie pop,Puppy Dog,Dreamer Boy,210281.0
619,Charles Anderson,1716632198000,6liNJDyWJjyHAgDnAX95bw,folk-pop,Fire and the Flood,Vance Joy,249382.0
620,Charles Anderson,1716716549000,1JbUMtVkQuaAPdHOvncVTm,alternative rock,Between The Bars,Elliott Smith,141200.0
621,Charles Anderson,1716787958000,3rJDsZjIaCfJQSqRUvl0BM,indie pop,Funeral,Phoebe Bridgers,232373.0
622,Charles Anderson,1716809600000,0PyopHInX2qJzsRUKgNnxI,folk-pop,Queen of Disaster,LULLANAS,221413.0
623,Charles Anderson,1716836702000,5nZTvs242o6FWluCfmZZAM,indie rock,Sleep Alone,Two Door Cinema Club,236440.0
624,Charles Anderson,1716854805000,36seMHoyXmLUNxcwzwjdF7,indie pop,Please Notice,Christian Leave,116667.0
625,Charles Anderson,1716861892000,35Ki1lvKPC2sFBD3GmKdRG,indie pop,Televised,HUNNY,194717.0
626,Charles Anderson,1716920705000,3vNFsxBbA4dPkymPF5Jm1b,alternative rock,This Mess We're In,PJ Harvey,235840.0
627,Charles Anderson,1717003068000,4AM7vsDNovx39wvuXFz7KH,alternative rock,Spotlight,Mutemath,200516.0
628,Charles Anderson,1717079255000,56sxN1yKg1dgOZXBcAHkJG,folk-pop,"Gone, Gone, Gone",Phillip Phillips,209693.0
629,Charles Anderson,1717099873000,1XrSjpNe49IiygZfzb74pk,indie pop,What Once Was,Her's,255067.0
630,Charles Anderson,1717128791000,6mRYWQUJJ1Z02aMviz2Dj7,indie pop,Born In The Slumber,flora cash,212840.0
631,Charles Anderson,1717151085000,0PyopHInX2qJzsRUKgNnxI,folk-pop,Queen of Disaster,LULLANAS,221413.0
632,Charles Anderson,1717237246000,2ToW7zhGCrVrLU4fiKj9U1,folk-pop,Cleopatra,The Lumineers,201413.0
633,Charles Anderson,1717269551000,0W4Kpfp1w2xkY3PrV714B7,folk-pop,Ho Hey,The Lumineers,163133.0
634,Charles Anderson,1717338489000,28Jp7gcgysBhWZJ9mnXEYd,indie pop,more,BETWEEN FRIENDS,193280.0
635,Charles Anderson,1717392782000,3WMj3VfJhsKO6KcGy3ddDb,folk-pop,Here We Go,WILD,190017.0
636,Charles Anderson,1717475258000,14xj58ZexBaEaHARb11Cqs,alternative rock,Lucky,Radiohead,258813.0
637,Charles Anderson,1717494468000,5MMZJtHOiH1RmQSSe3DJdg,folk-pop,Sleep On The Floor,The Lumineers,211851.0
638,Charles Anderson,1717561533000,3u6PxWema1snbjLbFEyjkJ,folk-pop,Atlantis - Extra Sped Up Version,Seafret,190759.0
639,Dana Mcguire,1717265829000,6bz9irEuD1Ius2hcHIKRZh,alternative metal,1Stp Klosr (The Humble Brothers Reanimation) [feat. Jonathan Davis],Linkin Park,346040.0
640,Dana Mcguire,1717316595000,3aYBjxTMvrEOP0A0UXg9ER,alternative metal,Final Masquerade,Linkin Park,217613.0
641,Dana Mcguire,1717347164000,11LmqTE2naFULdEP94AUBa,grunge,Heart-Shaped Box,Nirvana,281160.0
642,Dana Mcguire,1717351501000,3S8MFB68isPbRVgaU0MaIW,alternative metal,Wastelands,Linkin Park,195893.0
643,Dana Mcguire,1717382386000,1V4Bq9kYHMk9yILUp5z3o3,alternative metal,Waiting for the End,Linkin Park,231680.0
644,Dana Mcguire,1717444367000,1zN6ynJG4PdR61YWv4PQ3Y,alternative metal,All Around Me,Flyleaf,198507.0
645,Dana Mcguire,1717479478000,53zw51qaLzcX7kOTlUqAqG,alternative metal,Kyur4 Th Ich (Chairman Hahn Reanimation),Linkin Park,152533.0
646,Dana Mcguire,1717560604000,6SoUUr6i1X0GReHinApeKI,alternative metal,Iridescent,Linkin Park,296560.0
647,Dana Mcguire,1717605198000,4XQCxOjh4iFofXqTFStUKx,alternative metal,[Stef],Linkin Park,10027.0
648,Dana Mcguire,1717636653000,15VRO9CQwMpbqUYA7e6Hwg,grunge,The Man Who Sold The World,Nirvana,261093.0
649,Dana Mcguire,1717668597000,57JVGBtBLCfHw2muk5416J,classic rock,Another One Bites The Dust - Remastered 2011,Queen,214653.0
650,Dana Mcguire,1717694464000,650OeHTLxZAQmb4aEbGmaA,alternative metal,Good Goodbye (feat. Pusha T and Stormzy),Linkin Park,211413.0
651,Dana Mcguire,1717718194000,1r1fPuhj9H4VdXr7OK6FL5,alternative metal,CASTLE OF GLASS,Linkin Park,205400.0
652,Dana Mcguire,1717733661000,4BP3uh0hFLFRb5cjsgLqDh,classic rock,Fortunate Son,Creedence Clearwater Revival,140773.0
653,Dana Mcguire,1717818484000,1MTQHCpraD4S8g5PAFKzoj,alternative metal,Behind Blue Eyes,Limp Bizkit,269973.0
654,Dana Mcguire,1717876071000,3aYBjxTMvrEOP0A0UXg9ER,alternative metal,Final Masquerade,Linkin Park,217613.0
655,Dana Mcguire,1717952346000,6gZVQvQZOFpzIy3HblJ20F,alternative metal,Man in the Box,Alice In Chains,285200.0
656,Dana Mcguire,1717994550000,4Yf5bqU3NK4kNOypcrLYwU,alternative metal,Faint,Linkin Park,162600.0
657,Dana Mcguire,1718043132000,0sp00HSXkQyqTa6QqM0O8V,alternative metal,Leave Out All The Rest,Linkin Park,209307.0
658,Dana Mcguire,1718084407000,1FMzjkHzv4m13rVwhowHyZ,alternative metal,Opening,Linkin Park,67560.0
659,Dana Mcguire,1718167408000,1jq28NGw6wdtFKx8MBPy6C,alternative metal,Burn It to the Ground,Nickelback,212347.0
660,Dana Mcguire,1718211059000,1mnQiO568zXIrUncttTZGp,classic rock,Good Old-Fashioned Lover Boy - Remastered 2011,Queen,173173.0
661,Dana Mcguire,1718271464000,5o8D9iumZKT9hHPzhh8viT,alternative metal,Plc.4 Mie Hæd (Amp Live Reanimation) [feat. Zion],Linkin Park,260747.0
662,Dana Mcguire,1718291430000,1Hg2egRryMkCdXqXmXki3A,alternative metal,Krwlng (Mike Shinoda Reanimation) [feat. Aaron Lewis],Linkin Park,340253.0
663,Dana Mcguire,1718352715000,3S8MFB68isPbRVgaU0MaIW,alternative metal,Wastelands,Linkin Park,195893.0
664,Dana Mcguire,1718385852000,31IBGz36ifgdhemp6bbGB3,alternative metal,Concrete Jungle,Black Label Society,204267.0
665,Dana Mcguire,1718436336000,3aYBjxTMvrEOP0A0UXg9ER,alternative metal,Final Masquerade,Linkin Park,217613.0
666,Dana Mcguire,1718510679000,3xXBsjrbG1xQIm1xv1cKOt,alternative metal,One More Light,Linkin Park,255067.0
667,Dana Mcguire,1718559175000,19STBV8KgQ5TqoYbio5Ewm,alternative metal,Destroyer,Parkway Drive,287340.0
668,Dana Mcguire,1718618395000,3aYBjxTMvrEOP0A0UXg9ER,alternative metal,Final Masquerade,Linkin Park,217613.0
669,Dana Mcguire,1718682905000,6n8TMVyFKoUmDc4apxceRD,alternative metal,Breaking the Habit,Linkin Park,196907.0
670,Dana Mcguire,1718686634000,57JVGBtBLCfHw2muk5416J,classic rock,Another One Bites The Dust - Remastered 2011,Queen,214653.0
671,Dana Mcguire,1718765500000,3iuI6EUfAii8fX9RKaVhuC,alternative metal,X-Ecutioner Style (feat. Black Thought),Linkin Park,109493.0
672,Dana Mcguire,1718767337000,74d6TJmbOtWswxvbQ3m1eu,alternative metal,Burning in the Skies,Linkin Park,253160.0
673,Dana Mcguire,1718808185000,5yrsBzgHkfu2idkl2ILQis,classic rock,You Don't Mess Around With Jim,Jim Croce,184640.0
674,Dana Mcguire,1718882987000,2DlHlPMa4M17kufBvI2lEN,alternative metal,Chop Suey!,System Of A Down,210240.0
675,Dana Mcguire,1718944642000,1RXoCep9hxApPfx8UFsGZk,alternative metal,Take It Out On Me,Thousand Foot Krutch,197373.0
676,Dana Mcguire,1719030390000,1VNWaY3uNfoeWqb5U8x2QX,alternative metal,Lonely Day,System Of A Down,167907.0
677,Dana Mcguire,1719094511000,0sp00HSXkQyqTa6QqM0O8V,alternative metal,Leave Out All The Rest,Linkin Park,209307.0
678,Robert Bradley,1717158798000,5MMZJtHOiH1RmQSSe3DJdg,folk-pop,Sleep On The Floor,The Lumineers,211851.0
679,Robert Bradley,1717161553000,4Y1igB1GDncJvt7ezbV3cW,alternative rock,Suspirium,Thom Yorke,201768.0
680,Robert Bradley,1717167681000,2ixsaeFioXJmMgkkbd4uj1,folk-pop,Budapest,George Ezra,200733.0
681,Robert Bradley,1717187300000,2ToW7zhGCrVrLU4fiKj9U1,folk-pop,Cleopatra,The Lumineers,201413.0
682,Robert Bradley,1717241721000,1qlazPhrxw3xGG1MZHQ1p6,folk-pop,Anywhere,Passenger,216207.0
683,Robert Bradley,1717304503000,4LyIHEDbAWDeKV0JbVZae9,indie pop,affection,BETWEEN FRIENDS,235226.0
684,Robert Bradley,1717362740000,3kZC0ZmFWrEHdUCmUqlvgZ,alternative rock,I Will Follow You into the Dark,Death Cab for Cutie,189187.0
685,Robert Bradley,1717371225000,6liNJDyWJjyHAgDnAX95bw,folk-pop,Fire and the Flood,Vance Joy,249382.0
686,Robert Bradley,1717407395000,2ToW7zhGCrVrLU4fiKj9U1,folk-pop,Cleopatra,The Lumineers,201413.0
687,Robert Bradley,1717481318000,3Ty7OTBNSigGEpeW2PqcsC,alternative rock,Glory Box,Portishead,308627.0
688,Robert Bradley,1717555841000,3td69vL9Py7Ai9wfXYnvji,alternative rock,When You Die,MGMT,263880.0
689,Robert Bradley,1717569426000,0QrUw86ZKRgNGGgrvC5yC5,folk-pop,Lost,Dermot Kennedy,224306.0
690,Robert Bradley,1717591660000,3JvrhDOgAt6p7K8mDyZwRd,folk-pop,Riptide,Vance Joy,204280.0
691,Robert Bradley,1717658918000,35Ki1lvKPC2sFBD3GmKdRG,indie pop,Televised,HUNNY,194717.0
692,Robert Bradley,1717709642000,4iEOVEULZRvmzYSZY2ViKN,indie rock,Left Hand Free,alt-J,173631.0
693,Robert Bradley,1717723081000,2bXOylRRysIa9H2OBt1TBj,indie pop,Crybaby,Dreamer Boy,205950.0
694,Robert Bradley,1717762502000,5KX2DSPC6aCA0pdDidTmBC,alternative rock,The Rip,Portishead,270947.0
695,Robert Bradley,1717836044000,3td69vL9Py7Ai9wfXYnvji,alternative rock,When You Die,MGMT,263880.0
696,Robert Bradley,1717838088000,36seMHoyXmLUNxcwzwjdF7,indie pop,Please Notice,Christian Leave,116667.0
697,Robert Bradley,1717855077000,3Ty7OTBNSigGEpeW2PqcsC,alternative rock,Glory Box,Portishead,308627.0
698,Robert Bradley,1717870342000,1fTtPH0xGwFOXM5VlkxOX1,alternative rock,Hearing Damage,Thom Yorke,303360.0
699,Robert Bradley,1717876025000,75GzLKzGuCPSayNucAoSC6,indie pop,I Don't Wanna See You Cryin' Anymore,Adam Melchor,223728.0
700,Robert Bradley,1717938665000,2vB9ME0oZwfTGAUMC71CaT,folk-pop,Missing Piece,Vance Joy,215840.0
701,Robert Bradley,1717973586000,3vNFsxBbA4dPkymPF5Jm1b,alternative rock,This Mess We're In,PJ Harvey,235840.0
702,Robert Bradley,1717984841000,04Glred2wGdSNH11Qh4EDe,alternative rock,This Is Love,PJ Harvey,226667.0
703,Robert Bradley,1718058737000,2bXOylRRysIa9H2OBt1TBj,indie pop,Crybaby,Dreamer Boy,205950.0
704,Robert Bradley,1718074425000,3Ty7OTBNSigGEpeW2PqcsC,alternative rock,Glory Box,Portishead,308627.0
705,Robert Bradley,1718078372000,1UuaWKypSkIHxFZD03zw4m,alternative rock,The Tourist,Radiohead,326533.0
706,Robert Bradley,1718094896000,7n8oAD5lFVciTlfPAChrCr,indie pop,Django,Samia,204285.0
707,Margaret French,1717006969000,00fRUfon3pr861IKiG03kA,indie pop,Killer + The Sound,Phoebe Bridgers,475187.0
708,Margaret French,1717072968000,1Lfr9YBRpeSwCS14kBoTAg,indie pop,Moon in the Morning,Adam Melchor,194267.0
709,Margaret French,1717155565000,7yR5ZDif2glYMnFP73uRMm,indie pop,Out Like a Light,The Honeysticks,256019.0
710,Margaret French,1717203429000,1JbUMtVkQuaAPdHOvncVTm,alternative rock,Between The Bars,Elliott Smith,141200.0
711,Margaret French,1717205693000,7yR5ZDif2glYMnFP73uRMm,indie pop,Out Like a Light,The Honeysticks,256019.0
712,Margaret French,1717272930000,2vB9ME0oZwfTGAUMC71CaT,folk-pop,Missing Piece,Vance Joy,215840.0
713,Margaret French,1717322519000,3vNFsxBbA4dPkymPF5Jm1b,alternative rock,This Mess We're In,PJ Harvey,235840.0
714,Margaret French,1717353472000,0PyopHInX2qJzsRUKgNnxI,folk-pop,Queen of Disaster,LULLANAS,221413.0
715,Margaret French,1717354334000,1qlazPhrxw3xGG1MZHQ1p6,folk-pop,Anywhere,Passenger,216207.0
716,Margaret French,1717361791000,1KxwZYyzWNyZSRyErj2ojT,folk-pop,Let Her Go,Passenger,252733.0
717,Margaret French,1717376594000,29jtZGdgpE2lWm2mkIt6HS,folk-pop,Mess Is Mine,Vance Joy,223640.0
718,Margaret French,1717377300000,4iEOVEULZRvmzYSZY2ViKN,indie rock,Left Hand Free,alt-J,173631.0
719,Margaret French,1717452160000,14xj58ZexBaEaHARb11Cqs,alternative rock,Lucky,Radiohead,258813.0
720,Margaret French,1717519835000,5u9cuDcYdOpSRB7fAYXXdp,indie pop,Marcel,Her's,187572.0
721,Margaret French,1717558397000,2BOUrjXoRIo2YHVAyZyXVX,alternative rock,Colors,Beck,261742.0
722,Margaret French,1717563543000,2vB9ME0oZwfTGAUMC71CaT,folk-pop,Missing Piece,Vance Joy,215840.0
723,Margaret French,1717597312000,4iEOVEULZRvmzYSZY2ViKN,indie rock,Left Hand Free,alt-J,173631.0
724,Margaret French,1717669984000,1F5A4LpF8ylUVtPoMAvNvn,indie rock,Raspberry,Grouplove,196027.0
725,Margaret French,1717741164000,7yR5ZDif2glYMnFP73uRMm,indie pop,Out Like a Light,The Honeysticks,256019.0
726,Margaret French,1717782360000,2vB9ME0oZwfTGAUMC71CaT,folk-pop,Missing Piece,Vance Joy,215840.0
727,Margaret French,1717866997000,0W4Kpfp1w2xkY3PrV714B7,folk-pop,Ho Hey,The Lumineers,163133.0
728,Margaret French,1717884807000,12l2XM75QCGVCXM37Ktxzs,indie pop,I Wish I Never Met You,Babygirl,211744.0
729,Margaret French,1717966146000,0kAsY8KaG5sM6uwAEt3qyg,indie pop,Flight Risk,Tommy Lefroy,59027.0
730,Margaret French,1717970390000,3UHNRo52Jrra0NfaIlYbk4,folk-pop,BIG SHOT,The Lumineers,181040.0
731,Margaret French,1717982519000,39shmbIHICJ2Wxnk1fPSdz,alternative rock,Should I Stay or Should I Go - Remastered,The Clash,188987.0
732,Aaron Flores,1715348838000,14xj58ZexBaEaHARb11Cqs,alternative rock,Lucky,Radiohead,258813.0
733,Aaron Flores,1715399000000,48mJX8glOrQkrSdVBjc0Wb,alternative rock,Down By The Water,PJ Harvey,194507.0
734,Aaron Flores,1715476877000,7n8oAD5lFVciTlfPAChrCr,indie pop,Django,Samia,204285.0
735,Aaron Flores,1715501784000,5nZTvs242o6FWluCfmZZAM,indie rock,Sleep Alone,Two Door Cinema Club,236440.0
736,Aaron Flores,1715546747000,4ds7mJmRbIXMdCeoXpp72b,indie pop,Missing Home,flora cash,190227.0
737,Aaron Flores,1715573528000,1fTtPH0xGwFOXM5VlkxOX1,alternative rock,Hearing Damage,Thom Yorke,303360.0
738,Aaron Flores,1715586220000,2MASSWjF0hSSj6nj9OftoR,alternative rock,Brothers on a Hotel Bed,Death Cab for Cutie,271133.0
739,Aaron Flores,1715661893000,1qlazPhrxw3xGG1MZHQ1p6,folk-pop,Anywhere,Passenger,216207.0
740,Aaron Flores,1715729479000,1Lfr9YBRpeSwCS14kBoTAg,indie pop,Moon in the Morning,Adam Melchor,194267.0
741,Aaron Flores,1715783697000,5BN59BDczcpxstFKILIH0q,indie pop,Savior Complex,Phoebe Bridgers,241640.0
742,Aaron Flores,1715842838000,13O36COxxWjcvc9r5Zsd1P,indie pop,Puppy Dog,Dreamer Boy,210281.0
743,Aaron Flores,1715865753000,3td69vL9Py7Ai9wfXYnvji,alternative rock,When You Die,MGMT,263880.0
744,Aaron Flores,1715945459000,3UHNRo52Jrra0NfaIlYbk4,folk-pop,BIG SHOT,The Lumineers,181040.0
745,Aaron Flores,1716027096000,7n8oAD5lFVciTlfPAChrCr,indie pop,Django,Samia,204285.0
746,Aaron Flores,1716090569000,6vTtCOimcPs5H1Jr9d0Aep,alternative rock,Sour Times,Portishead,252267.0
747,Aaron Flores,1716121853000,4iEOVEULZRvmzYSZY2ViKN,indie rock,Left Hand Free,alt-J,173631.0
748,Aaron Flores,1716166657000,7yR5ZDif2glYMnFP73uRMm,indie pop,Out Like a Light,The Honeysticks,256019.0
749,Aaron Flores,1716247249000,6qS66tgZSJABlsorG6vOiZ,indie pop,Trashfire,Tommy Lefroy,171067.0
750,Aaron Flores,1716296568000,56sxN1yKg1dgOZXBcAHkJG,folk-pop,"Gone, Gone, Gone",Phillip Phillips,209693.0
751,Aaron Flores,1716313752000,2ihCaVdNZmnHZWt0fvAM7B,folk-pop,Little Talks,Of Monsters and Men,266600.0
752,Aaron Flores,1716370642000,4ds7mJmRbIXMdCeoXpp72b,indie pop,Missing Home,flora cash,190227.0
753,Aaron Flores,1716428338000,04Glred2wGdSNH11Qh4EDe,alternative rock,This Is Love,PJ Harvey,226667.0
754,Aaron Flores,1716508829000,6xLf6gcZR4CPXrFrhzqqYu,indie pop,Shoot,Tommy Lefroy,157801.0
755,Aaron Flores,1716595046000,2Y0iGXY6m6immVb2ktbseM,alternative rock,Little Dark Age,MGMT,299960.0
756,Aaron Flores,1716627888000,2MASSWjF0hSSj6nj9OftoR,alternative rock,Brothers on a Hotel Bed,Death Cab for Cutie,271133.0
757,Aaron Flores,1716629389000,3UHNRo52Jrra0NfaIlYbk4,folk-pop,BIG SHOT,The Lumineers,181040.0
758,Aaron Flores,1716655935000,56sxN1yKg1dgOZXBcAHkJG,folk-pop,"Gone, Gone, Gone",Phillip Phillips,209693.0
759,Aaron Flores,1716733862000,3WMj3VfJhsKO6KcGy3ddDb,folk-pop,Here We Go,WILD,190017.0
760,Aaron Flores,1716765506000,6qS66tgZSJABlsorG6vOiZ,indie pop,Trashfire,Tommy Lefroy,171067.0
761,Aaron Flores,1716781404000,3JvrhDOgAt6p7K8mDyZwRd,folk-pop,Riptide,Vance Joy,204280.0
762,Aaron Flores,1716803289000,4Y1igB1GDncJvt7ezbV3cW,alternative rock,Suspirium,Thom Yorke,201768.0
763,Aaron Flores,1716830439000,1G1YJPV7THViQfOM9Gug7R,alternative rock,Good Fortune,PJ Harvey,200200.0
764,Aaron Flores,1716839924000,6xLf6gcZR4CPXrFrhzqqYu,indie pop,Shoot,Tommy Lefroy,157801.0
765,Aaron Flores,1716843940000,48mJX8glOrQkrSdVBjc0Wb,alternative rock,Down By The Water,PJ Harvey,194507.0
766,Aaron Flores,1716844389000,5BN59BDczcpxstFKILIH0q,indie pop,Savior Complex,Phoebe Bridgers,241640.0
767,Aaron Flores,1716930549000,5BN59BDczcpxstFKILIH0q,indie pop,Savior Complex,Phoebe Bridgers,241640.0
768,Aaron Flores,1716993316000,5MMZJtHOiH1RmQSSe3DJdg,folk-pop,Sleep On The Floor,The Lumineers,211851.0
769,Aaron Flores,1717058703000,75GzLKzGuCPSayNucAoSC6,indie pop,I Don't Wanna See You Cryin' Anymore,Adam Melchor,223728.0
770,Aaron Flores,1717106716000,3Ty7OTBNSigGEpeW2PqcsC,alternative rock,Glory Box,Portishead,308627.0
771,Aaron Flores,1717149875000,5nZTvs242o6FWluCfmZZAM,indie rock,Sleep Alone,Two Door Cinema Club,236440.0
772,Aaron Flores,1717152136000,1JbUMtVkQuaAPdHOvncVTm,alternative rock,Between The Bars,Elliott Smith,141200.0
773,Aaron Flores,1717208702000,4AM7vsDNovx39wvuXFz7KH,alternative rock,Spotlight,Mutemath,200516.0
774,Aaron Flores,1717219964000,3rJDsZjIaCfJQSqRUvl0BM,indie pop,Funeral,Phoebe Bridgers,232373.0
775,Aaron Flores,1717282779000,2MASSWjF0hSSj6nj9OftoR,alternative rock,Brothers on a Hotel Bed,Death Cab for Cutie,271133.0
776,Aaron Flores,1717311171000,2vB9ME0oZwfTGAUMC71CaT,folk-pop,Missing Piece,Vance Joy,215840.0
777,Aaron Flores,1717312040000,1KxwZYyzWNyZSRyErj2ojT,folk-pop,Let Her Go,Passenger,252733.0
778,Aaron Flores,1717328611000,0QrUw86ZKRgNGGgrvC5yC5,folk-pop,Lost,Dermot Kennedy,224306.0
779,Aaron Flores,1717362558000,4ds7mJmRbIXMdCeoXpp72b,indie pop,Missing Home,flora cash,190227.0
780,Aaron Flores,1717444337000,1qlazPhrxw3xGG1MZHQ1p6,folk-pop,Anywhere,Passenger,216207.0
781,Aaron Flores,1717481474000,36seMHoyXmLUNxcwzwjdF7,indie pop,Please Notice,Christian Leave,116667.0
782,Ryan Hernandez,1717283905000,6NNP27VopCg9igRuWCRt6P,edm,Baby I'm A Queen,Sofi Tukker,208520.0
783,Ryan Hernandez,1717366340000,3By9IFm4E2BvKQygT04O8g,edm,So What (feat. A R I Z O N A),Louis The Child,177476.0
784,Ryan Hernandez,1717375100000,7KvSuH86lIT2aTl9PBCAfd,electronica,6 Underground,Sneaker Pimps,228840.0
785,Ryan Hernandez,1717438613000,1YMBg7rOjxzbya0fPOYfNX,edm,A Different Way (with Lauv),DJ Snake,198286.0
786,Ryan Hernandez,1717506643000,4gEC7He07d6cuzkQ7MSobQ,edm,Close to You (feat. PollyAnna),Steve Aoki,190400.0
787,Ryan Hernandez,1717549591000,0KG7XrgM20KEmJrKsyFDAm,edm,Let You Go,Diplo,234375.0
788,Ryan Hernandez,1717616175000,6h5PAsRni4IRlxWr6uDPTP,edm,More Than You Know,Axwell /\ Ingrosso,203000.0
789,Ryan Hernandez,1717690361000,7KoFHvEScguiEnD06xYtSt,edm,Payback (feat. Icona Pop),Cheat Codes,203412.0
790,Ryan Hernandez,1717758437000,4nRwznPhpULuqcqRw9KAUd,edm,Hole In My Heart (with Livingston),Louis The Child,171327.0
791,Ryan Hernandez,1717777548000,3UgSQu6WwrXfKKDq019IHE,edm,To Ü (feat. AlunaGeorge),Jack Ü,237000.0
792,Ryan Hernandez,1717831002000,48bSfSZaq9Aizbu4AWn4st,edm,Febreze (feat. 2 Chainz),Jack Ü,214400.0
793,Ryan Hernandez,1717870904000,06kxa3al7bUqRRo5nAFduZ,edm,Nightlight,ILLENIUM,222400.0
794,Ryan Hernandez,1717931255000,0ct6r3EGTcMLPtrXHDvVjc,edm,The Nights,Avicii,176658.0
795,Ryan Hernandez,1717972316000,10BSvFgbWA1KsJaLZJInyq,electronica,Higher,GusGus,235597.0
796,Ryan Hernandez,1718003751000,0lYBSQXN6rCTvUZvg9S0lU,edm,Let Me Love You,DJ Snake,205947.0
797,Ryan Hernandez,1718048503000,52681Ivj8kgCi90Lu8B9fl,edm,Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,197453.0
798,Ryan Hernandez,1718052692000,7DgkSYT6vh3UAYQlFbsj6z,edm,Hate You + Love You (feat. AJ Mitchell),Cheat Codes,198874.0
799,Ryan Hernandez,1718069058000,4hMReJho3x1AuxXbpzy4mL,house,Clap Your Hands (feat. Ava Max),Le Youth,201579.0
800,Ryan Hernandez,1718149167000,48bSfSZaq9Aizbu4AWn4st,edm,Febreze (feat. 2 Chainz),Jack Ü,214400.0
801,Ryan Hernandez,1718170308000,10BSvFgbWA1KsJaLZJInyq,electronica,Higher,GusGus,235597.0
802,Ryan Hernandez,1718173145000,78v8ad1iLTlfLbam4qvzNu,edm,Waiting,Vicetone,205714.0
803,Ryan Hernandez,1718180947000,75NhhYjHO43mvZgYtnXgti,edm,Lonely Together (feat. Rita Ora),Avicii,181812.0
804,Ryan Hernandez,1718209049000,4gEC7He07d6cuzkQ7MSobQ,edm,Close to You (feat. PollyAnna),Steve Aoki,190400.0
805,Joshua Ortiz,1716813437000,7CH8J4ulT49UfZwSDSkSZA,dance pop,i miss u (with Au/Ra),Jax Jones,172143.0
806,Joshua Ortiz,1716875031000,0N2rGjQLuT0GqVueJxjQS6,pop,dirty laundry - slowed,blackbear,167369.0
807,Joshua Ortiz,1716946239000,3TcL0dyCMyr0kyTTc4NLgI,pop,Who Says,Selena Gomez & The Scene,195613.0
808,Joshua Ortiz,1717023878000,4x3qqSA4cP49oZQXPLnDBe,dance pop,Runnin',Adam Lambert,228533.0
809,Joshua Ortiz,1717040558000,3F7bhRhNpY4YKrwa4kGeUz,pop,Julia,Lauv,174861.0
